Gene,b3,b4,i1,i2,i1n,i2n,b3n,b4n,Start,Stop,Order,Strand,Length,Function,InsectFitness
1513,996,1392,504,442,381,442,238,362,1650313,1651953,1513,+,1641,"ABC transporter, periplasmic oligopeptide-binding protein OppA (TC 3.A.1.5.1)",0.729040097205346
3625,419,420,91,219,69,219,100,110,3952090,3953046,3625,+,957,factor RpoE negative regulatory protein RseB precursor,0.729166666666667
607,2329,1675,1093,530,827,530,555,435,629048,629815,607,+,768,hypothetical protein,0.729550478997789
3206,12888,10368,5170,3984,3914,3984,3074,2699,3485158,3485814,3206,+,657,peptidase (EC 3.4.19.3),0.730944542922259
1490,6836,2938,2459,1410,1863,1410,1629,764,1623046,1624776,1490,-,1731,"protease exporter, ATP-binding component PrtD/AprD",0.73113351665139
568,530,689,196,269,149,269,126,180,578241,579023,568,+,783,basal-body rod protein FlgG,0.732057416267943
1959,1084,2002,409,753,309,753,258,522,2123263,2124246,1959,+,984,sugar transferase YPO0186,0.734463276836158
1646,4528,408,967,882,732,882,1080,106,1802566,1802832,1646,+,267,protein,0.734820322180917
3590,2298,29,398,453,302,453,548,8,3913216,3915045,3590,-,1830,family protein,0.736423841059603
1594,544,1137,357,306,271,306,130,295,1757962,1758657,1594,+,696,"2,3-dioxygenase",0.736568457538995
969,1760,880,587,437,445,437,420,230,1015713,1018610,969,+,2898,genome; segment 6/17,0.736961451247166
2513,2783,2415,1438,664,1089,664,664,628,2721192,2723309,2513,+,2118,lytic murein transglycosylase D precursor (EC 3.2.1.-),0.737022247575585
2425,322,560,126,206,95,206,77,146,2639586,2640260,2425,-,675,transcription regulator PA1347,0.740863787375415
1737,216,605,315,44,238,44,52,157,1887598,1888218,1737,+,621,glutathione S-transferase-like protein,0.74113475177305
3673,2569,4391,1285,1394,973,1394,613,1143,3999004,4001673,3673,-,2670,protein,0.741867342627799
827,21,68,0,31,0,31,5,18,873977,874864,827,-,888,motor rotation protein MotA,0.741935483870968
1284,1544,275,318,353,240,353,368,72,1389070,1390110,1284,+,1041,similar to Vanillate O-demethylase oxygenase,0.741989881956155
334,408,479,126,205,95,205,98,125,352782,353510,334,+,729,activator protein phzR,0.743333333333333
637,109,1914,309,469,234,469,25,498,660093,661022,637,+,930,(EC 2.7.1.15),0.743954480796586
1212,4,252,6,85,5,85,1,66,1289740,1291104,1212,+,1365,oxidoreductase chain F (EC 1.6.5.3),0.744444444444444
1248,129,183,33,81,25,81,31,48,1335949,1336080,1248,-,132,suppressor protein,0.745283018867924
1238,1693,1206,1121,113,849,113,404,313,1319341,1320354,1238,-,1014,,0.745322245322245
405,18226,11710,5343,5874,4046,5874,4347,3047,415295,415912,405,+,618,protein,0.745362903225806
3024,1215,1701,658,484,498,484,289,443,3288416,3290062,3024,-,1647,hypothetical protein,0.745417515274949
1834,91,507,48,168,37,168,21,132,1992995,1993201,1834,-,207,protein,0.746341463414634
3114,1681,962,533,467,404,467,401,250,3390796,3391536,3114,+,741,Aspartate transport system permease protein GltJ (TC 3.A.1.3.4),0.747416762342136
360,0,33,0,12,0,12,0,9,369735,369860,360,+,126,protein,0.75
3103,0,195,43,35,33,35,0,51,3377685,3378497,3103,+,813,deaminase (EC 3.5.99.6),0.75
3335,23,61,7,23,5,23,5,16,3627421,3627912,3335,+,492,hypothetical protein,0.75
4234,0,22,11,0,8,0,0,6,4721170,4721733,4234,+,564,yecM,0.75
2638,6212,10546,4727,2039,3582,2039,1483,2745,2847386,2848996,2638,+,1611,(EC 3.5.2.6),0.752179327521793
4838,1092,2178,758,521,575,521,260,567,5351372,5352097,4838,+,726,large exoprotein involved in heme utilization or adhesion of ShlA/HecA/FhaA family,0.75456204379562
1045,4410,5516,1963,1796,1487,1796,1050,1435,1101773,1104673,1045,-,2901,genome; segment 6/17,0.756929637526652
1577,1193,0,169,247,128,247,284,0,1736858,1737280,1577,-,423,baseplate assembly protein W,0.757333333333333
4662,479,20,175,25,132,25,114,5,5179336,5180016,4662,+,681,"glycosylase, family 1",0.757961783439491
3113,43,501,66,136,50,136,11,130,3389770,3390663,3113,+,894,Aspartate periplasmic binding protein precursor GltI (TC 3.A.1.3.4),0.758064516129032
1303,1950,500,483,417,366,417,466,130,1411209,1412585,1303,-,1377,transport protein YifK,0.76117496807152
1630,0,196,26,47,20,47,0,51,1791122,1791235,1630,-,114,protein,0.761194029850746
2153,260,612,151,175,115,175,62,159,2337128,2337895,2153,+,768,bacteriophage tail fiber C-terminus,0.762068965517241
3653,69,113,61,13,46,13,16,29,3982188,3982589,3653,+,402,membrane protein,0.76271186440678
2651,2351,217,1052,10,797,10,561,57,2862365,2863822,2651,+,1458,oxidoreductase (EC 1.1.1.57),0.765799256505576
1791,94,187,24,76,18,76,23,49,1945478,1946602,1791,+,1125,hypothetical protein,0.765957446808511
4806,78,22,19,16,14,16,18,5,5326411,5326551,4806,-,141,protein,0.766666666666667
4847,465,1234,543,151,412,151,111,321,5357061,5357237,4847,-,177,element protein,0.767317939609236
1590,9975,7305,2874,3397,2176,3397,2378,1902,1750712,1753870,1590,-,3159,(EC 3.2.1.41),0.767988516059573
1191,4404,4195,1449,1688,1097,1688,1049,1093,1264735,1266108,1191,+,1374,"III oxidase, oxygen-independent (EC 1.3.99.22)",0.769120287253142
4615,6129,3759,2020,1640,1531,1640,1461,978,5105757,5107109,4615,-,1353,transporter,0.769157994323557
1902,4347,3062,1885,952,1428,952,1037,796,2061965,2064841,1902,+,2877,dehydrogenase [decarboxylating] (glycine cleavage system P protein) (EC 1.4.4.2),0.770168067226891
2682,1508,946,665,281,504,281,359,246,2892082,2892795,2682,+,714,C20-methyltransferase (EC 2.1.1.130),0.770700636942675
2815,6858,10722,3388,3172,2565,3172,1633,2791,3043279,3046419,2815,+,3141,peptide synthetase modules and related proteins,0.771134739410842
1377,1173,1661,434,593,329,593,279,432,1488412,1490760,1377,+,2349,polymerase II (EC 2.7.7.7),0.77114967462039
3752,4651,1956,916,1398,693,1398,1109,510,4098274,4099797,3752,+,1524,of the major facilitator superfamily,0.774270683883309
717,1098,74,232,187,177,187,262,20,739443,740054,717,+,612,efflux protein,0.774725274725275
8,11139,15256,4720,4981,3574,4981,2657,3973,11600,12436,8,+,837,hypothetical protein,0.774985388661601
3796,83,286,21,104,16,104,19,74,4139122,4139877,3796,+,756,transcription regulator Mig-14,0.775
4565,90,1177,290,204,219,204,21,307,5056683,5058014,4565,+,1332,dehydratase (EC 4.3.1.18),0.775413711583924
4134,1529,1266,683,378,518,378,365,330,4603185,4603682,4134,+,498,protein ImpB,0.775669642857143
945,279,489,136,147,103,147,67,127,987238,988551,945,+,1314,hydroxylase (EC 1.14.13.1),0.776
4534,598,2113,952,172,721,172,143,550,5024462,5025793,4534,-,1332,hook-length control protein FliK,0.776035834266517
4074,5,981,261,133,198,133,1,256,4524829,4525680,4074,-,852,methyltransferase (EC 2.1.1.-),0.776435045317221
4846,1011,1790,958,184,726,184,241,466,5356625,5356774,4846,+,150,protein,0.776923076923077
851,1874,601,742,214,562,214,447,156,895950,897461,851,+,1512,dehydrogenase [inositol] (EC 1.2.1.27),0.777061855670103
2590,4389,3188,1515,1267,1147,1267,1047,829,2797510,2797845,2590,-,336,stress protein B,0.777133388566694
1861,7027,4002,1857,2082,1406,2082,1676,1041,2021898,2023097,1861,-,1200,IV fimbrial assembly protein PilC,0.778956422018349
3873,249,309,115,94,87,94,60,81,4243552,4243668,3873,+,117,protein,0.779005524861878
1177,3430,7444,1768,2193,1338,2193,818,1936,1252026,1252553,1177,-,528,"Macro domain, possibly ADP-ribose binding module",0.779949022939677
1666,5516,3824,1678,1681,1271,1681,1315,995,1819766,1820431,1666,-,666,completion protein S,0.782520325203252
3709,3673,3244,1147,1327,871,1327,875,845,4049077,4050246,3709,-,1170,,0.78252957233849
558,575,326,204,127,154,127,136,84,567859,568935,558,-,1077,hypothetical protein,0.782918149466192
1792,2347,4699,1234,1338,934,1338,560,1222,1947083,1948201,1792,+,1119,hypothetical protein,0.784330985915493
4627,362,1038,232,279,176,279,86,271,5121399,5122145,4627,-,747,protein,0.784615384615385
4161,1319,1670,452,608,342,608,313,433,4644462,4644941,4161,-,480,specific protein,0.785263157894737
2650,8187,5246,2377,2420,1800,2420,1954,1366,2861024,2862325,2650,+,1302,"C4-dicarboxylate transport system, large permease component",0.786729857819905
2237,652,705,527,32,400,32,156,184,2444907,2446154,2237,-,1248,signal transducer,0.787037037037037
599,2413,4387,1589,978,1203,978,576,1142,615051,616988,599,-,1938,phosphate synthase ThiC (EC 4.1.99.17),0.787712058688675
825,977,1548,511,420,386,420,232,403,870906,872981,825,-,2076,transduction histidine kinase CheA (EC 2.7.3.-),0.787841191066998
640,43,116,51,13,39,13,10,31,663484,664173,640,-,690,"regulator, GntR family",0.788461538461538
892,1684,1437,613,520,464,520,402,375,936857,937279,892,+,423,protein,0.789634146341463
421,1131,544,346,258,262,258,270,141,426571,427587,421,-,1017,DNA methyltransferase,0.790384615384615
1096,219,585,168,130,128,130,52,152,1165460,1165909,1096,-,450,hypothetical protein,0.790697674418605
1623,523,1293,303,351,229,351,123,336,1781830,1782501,1623,-,672,protein conserved in bacteria,0.791379310344828
2585,15380,17874,6106,5884,4625,5884,3667,4653,2790598,2791806,2585,+,1209,"synthetase, ATP-grasp (A) domain protein",0.791702350366353
1154,2262,4357,1896,672,1436,672,539,1133,1228689,1229672,1154,+,984,hypothetical protein,0.793168880455408
529,1067,3664,1090,696,825,696,254,953,535727,536182,529,-,456,activity regulator of membrane protease YbbK,0.793556870479947
1749,576,1486,346,397,262,397,137,386,1900599,1901090,1749,+,492,protein YeaK,0.793626707132018
3509,961,1707,456,503,345,503,228,446,3816714,3817310,3509,-,597,,0.794811320754717
3066,63,448,83,103,63,103,15,117,3333329,3333877,3066,-,549,"membrane protein YggT, involved in response to extracytoplasmic stress (osmotic shock)",0.795180722891566
2217,9478,5565,5964,139,4517,139,2260,1447,2407135,2408901,2217,-,1767,ImpG/VasA,0.796176975945017
3406,379,0,62,66,47,66,90,0,3701202,3701408,3406,-,207,protein,0.79646017699115
3207,177,3049,442,711,335,711,40,794,3486058,3486891,3207,-,834,dioxygenase,0.797323135755258
506,3091,647,624,662,473,662,737,169,508750,509424,506,+,675,component BioM of energizing module of biotin ECF transporter,0.798237885462555
4855,2087,2652,786,892,595,892,498,690,5364254,5364403,4855,+,150,protein,0.798924008069939
2197,7808,8255,2859,2855,2165,2855,1863,2149,2386020,2388896,2197,+,2877,insecticidal toxin complex,0.799203187250996
1184,12344,15744,5813,4394,4403,4394,2942,4095,1255039,1260235,1184,-,5197,large exoprotein involved in heme utilization or adhesion of ShlA/HecA/FhaA family,0.79993179493009
776,199,1,32,36,24,36,48,0,839164,839367,776,-,204,protein,0.8
3724,57,700,162,122,123,122,13,183,4066595,4067677,3724,-,1083,resistance protein B,0.8
4366,128,916,132,236,100,236,31,238,4851826,4851981,4366,+,156,protein,0.800595238095238
2417,15796,7011,5308,2961,4020,2961,3766,1825,2630732,2631811,2417,+,1080,"1,6-galactosyltransferase (EC 2.4.1.-)",0.800888124910471
3368,36,402,52,103,39,103,9,105,3661772,3663346,3368,+,1575,antiporter NhaB,0.802816901408451
930,1749,1480,565,569,428,569,416,386,969903,970448,930,-,546,membrane protein ycbW,0.804413239719157
4453,823,1284,335,405,254,405,195,336,4941229,4942437,4453,+,1209,aminotransferase (EC 2.6.1.11),0.805766312594841
333,7169,9171,4460,1704,3378,1704,1709,2386,351679,352269,333,-,591,protein,0.805785123966942
1281,268,1286,408,186,309,186,64,335,1385454,1386518,1281,+,1065,component BioM of energizing module of biotin ECF transporter,0.806060606060606
3787,358,264,49,154,37,154,85,69,4129877,4130527,3787,-,651,tail fiber protein,0.806282722513089
4767,723,1570,504,339,382,339,172,410,5290737,5291471,4767,+,735,protein,0.807212205270458
4789,1598,1433,505,553,381,553,380,374,5311563,5311814,4789,-,252,element protein,0.80728051391863
2800,574,2972,664,624,503,624,138,773,3009466,3013227,2800,+,3762,protein,0.808340727595386
549,2022,4610,1296,1095,981,1095,482,1199,557218,558063,549,+,846,bacteriophage tail fiber C-terminus,0.809730250481696
481,1360,167,173,324,131,324,325,44,478071,478853,481,-,783,exported protein precursor,0.810989010989011
1083,213,1842,234,476,178,476,49,482,1150004,1151566,1083,-,1563,genome; segment 6/17,0.811926605504587
841,31,1351,387,149,293,149,7,352,887308,888366,841,-,1059,"domain protein, Enterobacterial subgroup, YceA homolog",0.812217194570136
4083,1004,1204,522,284,395,284,239,313,4533360,4534625,4083,+,1266,protein,0.812960235640648
4063,3114,1395,1382,311,1047,311,742,363,4506949,4512180,4063,-,5232,CoA-acyl carrier protein transacylase (EC 2.3.1.39),0.813696612665685
216,1431,1095,368,493,278,493,342,286,222074,222772,216,+,699,hypothetical protein,0.814526588845655
1120,6021,3112,2080,1180,1576,1180,1437,809,1188439,1190994,1120,-,2556,mismatch repair protein MutS,0.814949201741655
45,16123,10986,5584,3983,4231,3983,3846,2857,49356,50441,45,+,1086,kinase (EC 2.7.1.83),0.816045775505235
423,2354,238,479,400,363,400,561,62,428990,429346,423,-,357,protein,0.81651376146789
1884,128,822,177,167,133,167,30,215,2045188,2045763,1884,-,576,responsive alpha-beta barrel domain protein Dabb,0.816666666666667
2646,505,931,468,89,355,89,120,243,2858352,2859095,2646,-,744,operon transcriptional regulator,0.817567567567568
937,22,519,100,95,76,95,5,135,978613,979761,937,+,1149,membrane protein F precursor,0.818713450292398
3905,2137,1014,686,424,520,424,510,263,4287159,4289084,3905,-,1926,hypothetical protein,0.81885593220339
3015,492,739,42,344,32,344,116,192,3278352,3279689,3015,+,1338,putative,0.819148936170213
4799,382,244,84,124,64,124,91,63,5319253,5319372,4799,+,120,protein,0.819148936170213
631,2884,2676,988,935,748,935,686,695,652978,654435,631,-,1458,membrane protein,0.820558526440879
4274,3637,665,666,762,504,762,868,173,4756127,4757254,4274,+,1128,D (EC 3.1.26.3),0.822274881516588
4648,1547,874,357,454,270,454,369,227,5154791,5159488,4648,+,4698,probable insecticidal toxin,0.823204419889503
3958,19708,12013,6235,4780,4723,4780,4699,3125,4354496,4358002,3958,-,3507,Non-ribosomal peptide synthetase modules and related proteins,0.823318951909923
2152,558,1612,561,244,426,244,132,420,2336099,2336794,2152,+,696,Z,0.823880597014925
222,1160,989,325,401,246,401,277,257,227404,228321,222,+,918,divergent polysaccharide deacetylase,0.825347758887172
2435,3684,271,937,441,710,441,879,71,2649703,2651295,2435,+,1593,D-ribulokinase (EC 2.7.1.47),0.825369244135534
3725,582,1236,185,418,140,418,139,322,4068402,4068938,3725,+,537,membrane protein,0.826164874551971
1448,1363,175,355,178,269,178,325,45,1577697,1578512,1448,+,816,ABC transporter substrate-binding protein,0.827740492170022
4495,1188,2379,648,596,490,596,282,617,4991846,4993312,4495,-,1467,protein,0.82780847145488
3948,24287,17405,8508,6022,6444,6022,5791,4530,4335967,4338318,3948,+,2352,sensory histidine kinase (= VarS = GacS),0.827931974971924
37,3755,10364,3096,1994,2344,1994,895,2697,42591,42968,37,+,378,phage associated protein,0.828031350852928
3994,25514,22341,8863,7646,6714,7646,6080,5813,4396905,4404458,3994,+,7554,probable insecticidal toxin,0.828203342618384
4649,6666,5427,2029,2081,1539,2081,1589,1411,5159619,5162750,4649,+,3132,insecticidal toxin complex,0.828729281767956
740,48,388,69,83,52,83,11,101,771630,772970,740,+,1341,fatty acid transport protein,0.82962962962963
1179,0,18,5,2,4,2,0,5,1253077,1253421,1179,-,345,protein,0.833333333333333
3101,7,169,17,41,13,41,2,43,3374253,3375545,3101,+,1293,protein,0.833333333333333
4186,21,0,0,6,0,6,5,0,4672921,4673991,4186,-,1071,synthase (EC 2.5.1.56),0.833333333333333
4106,5422,2762,1722,1109,1306,1109,1292,721,4557712,4560528,4106,+,2817,insecticidal toxin complex,0.833540372670807
3008,1523,1325,629,371,476,371,363,344,3271506,3273491,3008,-,1986,probable transcriptional regulator,0.834710743801653
1592,1322,5631,1332,1126,1010,1126,316,1467,1755268,1755894,1592,-,627,transcriptional activator,0.834737827715356
522,189,454,89,128,67,128,45,118,525476,527182,522,-,1707,ANTIPORTER ROSB,0.835897435897436
4352,38,514,199,20,151,20,9,134,4834897,4835472,4352,-,576,"synthase, amidotransferase component (EC 2.6.1.85)",0.83625730994152
2494,2761,2349,1052,722,796,722,659,611,2703587,2703772,2494,-,186,protein,0.836627140974967
2389,1586,2933,541,957,409,957,379,764,2603058,2605514,2389,+,2457,1 fimbriae anchoring protein FimD,0.836749633967789
4626,13910,13148,5085,4197,3850,4197,3318,3421,5119550,5120887,4626,-,1338,transport system permease protein OppC (TC 3.A.1.5.1),0.837454952156083
2635,9098,14669,4625,3628,3504,3628,2167,3816,2841551,2843140,2635,+,1590,(EC 3.5.2.6),0.838895120583287
4710,494,507,191,155,144,155,119,132,5233572,5234531,4710,+,960,"peptide synthetase modules, pyoverdine @ Siderophore biosynthesis non-ribosomal peptide synthetase modules",0.839464882943144
4736,1394,333,250,309,190,309,332,87,5255825,5256823,4736,-,999,hypothetical protein,0.839679358717435
114,38,270,33,69,25,69,9,70,128490,128834,114,+,345,protein,0.840425531914894
3523,8711,12554,3901,3401,2955,3401,2076,3266,3832559,3835033,3523,-,2475,membrane usher protein precursor,0.840465701699182
4116,15,488,29,131,22,131,3,126,4569249,4570196,4116,+,948,operon transcriptional repressor,0.843137254901961
3432,5,97,0,32,0,32,1,26,3724918,3725232,3432,-,315,hypothetical protein,0.84375
2994,557,823,213,247,162,247,132,214,3255227,3256423,2994,-,1197,transporter LplT,0.845965770171149
2488,2470,3351,1197,819,906,819,586,874,2694412,2697414,2488,+,3003,Ton-B dependent hemine receptor,0.846376811594203
3193,2382,1,409,360,310,360,568,0,3474122,3474610,3193,+,489,activator RfaH,0.847761194029851
4510,6631,3678,1608,1774,1218,1774,1581,956,5005996,5006598,4510,-,603,membrane protein YPO4049,0.847927807486631
4751,610,1223,278,335,211,335,145,318,5269474,5269812,4751,+,339,hypothetical protein,0.847985347985348
3722,2913,3247,1341,797,1015,797,694,844,4065045,4066241,3722,-,1197,protein,0.84878587196468
1028,3653,1442,723,916,549,916,869,377,1080743,1082092,1028,-,1350,hypothetical protein,0.850511945392491
190,2862,3403,1019,1073,771,1073,683,886,194476,196254,190,-,1779,isomerase (EC 5.3.1.25),0.850867678958785
3513,2975,1387,1219,332,923,332,708,360,3819972,3821549,3513,-,1578,,0.850996015936255
2561,624,468,192,173,145,173,149,122,2769426,2769608,2561,-,183,protein,0.852201257861635
4422,5,739,45,192,34,192,1,192,4904099,4904917,4422,-,819,(EC 3.6.1.27),0.853982300884956
3035,10,329,118,14,89,14,2,86,3305999,3306253,3035,+,255,protein,0.854368932038835
233,40,444,173,14,131,14,8,116,239842,240906,233,-,1065,heptosyltransferase III (EC 2.4.1.-),0.855172413793103
2629,6819,6089,2623,1769,1988,1769,1626,1588,2835382,2836482,2629,+,1101,amidinotransferase (EC 2.1.4.1),0.855469789725845
3610,893,665,476,89,361,89,211,174,3933753,3935273,3610,-,1521,hypothetical protein,0.855555555555556
226,857,2423,1241,33,940,33,204,630,231878,232885,226,+,1008,heptosyltransferase II (EC 2.4.1.-),0.857142857142857
2618,5216,5494,2248,1415,1703,1415,1243,1430,2824197,2827610,2618,-,3414,"I restriction-modification system, restriction subunit R (EC 3.1.21.3)",0.857280307889673
980,664,943,214,309,162,309,159,245,1032277,1033134,980,-,858,efflux transporter (TC 2.A.44 family),0.857749469214437
3137,2389,1727,906,498,686,498,569,447,3411181,3412140,3137,+,960,"reductase of class Ib (aerobic), beta subunit (EC 1.17.4.1)",0.858108108108108
374,2347,3956,1180,949,894,949,559,1029,379718,380728,374,-,1011,hypothetical protein,0.861638632664135
4339,3440,2998,1060,1051,803,1051,819,780,4823214,4824119,4339,+,906,acid 6-phosphate etherase,0.862459546925566
2477,605,5,124,76,93,76,145,1,2685013,2685579,2477,+,567,"III secretion effector protein (YopR, encoded by YscH)",0.863905325443787
1588,1972,1357,735,393,557,393,470,352,1747950,1748846,1588,-,897,hypothetical protein,0.865263157894737
4559,108,897,145,188,110,188,25,233,5051516,5052157,4559,-,642,bacteriophage tail fiber C-terminus,0.865771812080537
206,2158,1838,693,617,524,617,513,475,211623,213878,206,+,2256,protein,0.865907099035933
1593,6301,7452,2965,1724,2246,1724,1500,1941,1755894,1757258,1593,-,1365,protein fixL (EC 2.7.3.-),0.866750629722922
1428,18,363,79,53,60,53,4,94,1549050,1549535,1428,-,486,uncharacterized protein CreA,0.867256637168142
4152,523,431,135,170,102,170,124,112,4634617,4634763,4152,+,147,protein,0.867647058823529
3569,310,3036,624,520,472,520,73,789,3894900,3895391,3569,+,492,hypothetical protein,0.868951612903226
4845,53453,18770,12459,10823,9434,10823,12748,4884,5354794,5355000,4845,-,207,regulatory protein,0.870415165128104
331,5789,10042,2337,2816,1771,2816,1379,2614,344842,349284,331,-,4443,haemolysin/cytolysin secreted via TPS pathway,0.870503597122302
3253,15290,6053,3604,3268,2728,3268,3645,1575,3544294,3544674,3253,-,381,hypothetical protein,0.870580386924616
975,835,895,620,27,469,27,198,234,1026771,1027610,975,+,840,protein,0.870967741935484
2728,724,2278,383,588,290,588,173,592,2935161,2936345,2728,+,1185,"family multidrug transport protein, bicyclomycin resistance protein",0.87129840546697
4151,299,458,63,170,48,170,71,119,4633038,4634444,4151,-,1407,hypothetical protein,0.871559633027523
3371,280,2,45,44,34,44,67,1,3664516,3664848,3371,-,333,bromide-methyl viologen resistance protein EmrE,0.871794871794872
4861,4089,1508,1309,572,992,572,973,391,5372366,5374033,4861,+,1668,hypothetical protein,0.872122762148338
2275,5327,3097,1187,1481,899,1481,1271,806,2487115,2487489,2275,-,375,protein,0.872689075630252
2803,1955,1271,548,497,415,497,465,331,3014962,3015807,2803,+,846,3-hydroxyacyl-coa dehydrogenase,0.87280701754386
2645,11700,15059,5174,3760,3918,3760,2787,3917,2857128,2858315,2645,-,1188,dehydratase (EC 4.2.1.8),0.873144047929148
3347,6842,1732,1184,1489,896,1489,1632,451,3638963,3639229,3347,+,267,hypothetical protein,0.873375262054507
4473,18336,10525,5754,3788,4358,3788,4375,2740,4965613,4970478,4473,+,4866,large exoprotein involved in heme utilization or adhesion of ShlA/HecA/FhaA family,0.873434814632949
3585,1105,775,297,305,225,305,262,201,3906816,3907835,3585,-,1020,luciferase alpha chain (EC 1.14.14.3),0.873584905660377
3820,16712,15437,8411,2781,6367,2781,3985,4015,4171888,4174782,3820,+,2895,aldehyde dehydrogenase (EC 1.2.1.8),0.874508089199825
3919,1069,4227,867,891,658,891,256,1099,4304510,4304776,3919,+,267,probable transcriptional regulator,0.874757908327953
2481,5339,1748,1502,839,1137,839,1274,455,2687343,2687960,2481,+,618,III secretion cytoplasmic protein (YscL),0.875
4758,1046,934,333,311,252,311,249,244,5281810,5282265,4758,-,456,protein of pyocin S3,0.875666074600355
3340,2,358,57,63,43,63,0,93,3631956,3632156,3340,+,201,protein,0.877358490566038
3690,406,425,88,170,67,170,97,111,4027656,4028423,3690,-,768,repeat containing exported protein; Putative periplasmic protein contains a protein prenylyltransferase domain,0.877637130801688
713,2268,8677,1762,1850,1334,1850,541,2258,734041,734472,713,+,432,transport protein TctB,0.879082914572864
3875,404,791,121,250,92,250,96,205,4252305,4252454,3875,+,150,protein,0.880116959064327
594,4220,2344,1191,933,903,933,1006,611,611552,612691,594,-,1140,synthase (ThiH) (EC 4.1.99.19),0.880718954248366
3323,355,1720,480,240,364,240,84,448,3616759,3617325,3323,+,567,1 fimbriae regulatory protein FimB,0.880794701986755
228,1149,329,198,257,150,257,273,86,234229,235188,228,-,960,biosynthesis protein WalW,0.882063882063882
4708,2936,2172,929,730,704,730,700,565,5230081,5231439,4708,+,1359,hypothetical protein,0.882147838214784
3619,4591,2523,1582,786,1197,786,1095,656,3946261,3946383,3619,-,123,protein,0.883005547150782
1276,510,2243,341,540,258,540,121,584,1375125,1376603,1276,+,1479,membrane efflux family protein,0.883458646616541
1125,304,1246,302,220,228,220,73,323,1194241,1194447,1125,+,207,protein,0.883928571428571
2203,6305,1671,1093,1359,827,1359,1501,433,2393710,2395152,2203,-,1443,polyketide synthase bifunctional cyclase/dehydratase,0.884720951509607
3744,87,424,99,73,75,73,21,110,4089925,4090641,3744,-,717,nucleoside phosphorylase (EC 2.4.2.1),0.885135135135135
3836,17306,8460,4927,3410,3732,3410,4128,2201,4204820,4211989,3836,+,7170,hypothetical protein,0.886166339960795
408,2013,1687,703,502,532,502,480,439,418423,418701,408,-,279,protein,0.888781431334623
486,0,30,0,9,0,9,0,8,483724,484347,486,+,624,Clp protease proteolytic subunit (EC 3.4.21.92),0.888888888888889
499,59,191,28,51,21,51,14,50,498538,499857,499,+,1320,transporter,0.888888888888889
3857,2212,1104,835,286,632,286,528,288,4225974,4227497,3857,-,1524,kinase (EC 2.7.1.30),0.888888888888889
82,3430,5688,1556,1402,1179,1402,817,1479,93558,94784,82,-,1227,ligase,0.889577683068578
4631,679,1115,177,374,134,374,162,290,5124685,5127240,4631,+,2556,protein,0.889763779527559
2066,134,233,51,64,39,64,31,61,2254525,2256416,2066,-,1892,export ATP-binding/permease protein MacB (EC 3.6.3.-),0.893203883495146
3809,1482,1965,516,574,391,574,352,511,4157937,4159250,3809,-,1314,CoA-acyl carrier protein transacylase (EC 2.3.1.39),0.894300518134715
3739,15636,7544,5284,2363,4001,2363,3730,1962,4079800,4080198,3739,+,399,toxin protein,0.894406033940918
1529,1857,857,358,472,272,472,443,223,1666285,1666926,1529,+,642,membrane protein W precursor,0.895161290322581
2108,341,309,112,97,85,97,82,81,2300836,2301789,2108,+,954,iminopeptidase (EC 3.4.11.5),0.895604395604396
3818,4058,2949,1552,761,1176,761,968,768,4168269,4170224,3818,-,1956,2'-phosphodiesterase (EC 3.1.4.16),0.89623128549303
251,5285,2292,994,1318,753,1318,1260,597,256252,257115,251,+,864,YicC,0.896668276195075
579,73,73,52,1,39,1,17,19,590409,591422,579,+,1014,hypothetical protein,0.9
534,1801,2926,1164,441,882,441,430,761,539495,540181,534,+,687,"metabolite ABC transporter in Enterobacteriaceae, ATP-binding protein EC-YbbA",0.900226757369614
2327,3620,1961,1146,653,867,653,860,510,2541645,2543243,2327,+,1599,ammonia-lyase (EC 4.3.1.3),0.901315789473684
3225,3819,3529,1314,1032,995,1032,910,920,3508066,3508974,3225,+,909,"dicitrate transport system, periplasmic iron-binding protein FecB (TC 3.A.1.14.1)",0.902812037493833
2667,2809,1184,930,376,704,376,670,309,2878481,2879053,2667,-,573,protein,0.906481481481481
4655,2625,1455,885,437,670,437,626,379,5171616,5172107,4655,-,492,cytoplasmic protein USSDB7A,0.907859078590786
10,3422,5175,1649,1129,1250,1129,815,1348,12860,13756,10,+,897,protein; Unknown protein,0.909205548549811
3167,11798,7057,2934,2885,2223,2885,2812,1837,3444025,3444984,3167,-,960,permease LicB,0.910140955364135
4661,972,823,320,248,242,248,233,213,5177674,5178690,4661,-,1017,A,0.910204081632653
379,802,192,142,155,107,155,190,49,383385,384353,379,-,969,cobaltochelatase CobS subunit (EC 6.6.1.2),0.912213740458015
3232,2599,4230,913,1195,692,1195,621,1102,3520942,3522267,3232,-,1326,kinase (EC 2.7.1.31),0.913089560148384
2956,7261,6643,2414,1956,1828,1956,1733,1730,3206511,3208205,2956,-,1695,hypothetical protein,0.915169133192389
2813,2932,4619,1021,1306,773,1306,700,1203,3042273,3042923,2813,+,651,,0.915343915343915
420,1697,1570,412,575,313,575,405,409,426108,426557,420,-,450,protein,0.916666666666667
94,6219,10766,2006,3151,1520,3151,1483,2803,106125,106334,94,-,210,hypothetical protein,0.917576536073646
1202,253,2386,621,272,471,272,61,621,1278700,1278858,1202,-,159,protein,0.917900403768506
